task_id,file_path,sha256_before,sha256_after,size_before,size_after,mtime_changed
"M1_EXACT_FILE","tests/test_module_b.py","DF0003FB99502ECC154296100A159D9AAA78E40A0F52E4BE140DC93B9D6F7EEE","DF0003FB99502ECC154296100A159D9AAA78E40A0F52E4BE140DC93B9D6F7EEE",804,804,false
"M1_EXACT_FILE","tests/test_public_api.py","50FA48BF669D3D81ECD8EA58B8D33AF41C4AAE37EEC181008A29DD635FF57ECD","50FA48BF669D3D81ECD8EA58B8D33AF41C4AAE37EEC181008A29DD635FF57ECD",833,833,false
"M2_DISCOVER_FILE",".gitignore","64726C3BC95D7F7D1039433721B83B7E15141771BDCC61E9F240BAB0CA82DE99","64726C3BC95D7F7D1039433721B83B7E15141771BDCC61E9F240BAB0CA82DE99",38,38,false
"M2_DISCOVER_FILE","calculator.py","F65C5ABA6A3AA64AE189D10269732B0B92826938EE07CC460AE91D2886B7F782","F65C5ABA6A3AA64AE189D10269732B0B92826938EE07CC460AE91D2886B7F782",593,593,false
"M2_DISCOVER_FILE","calculator_backup.py","59BB3B585C831A53692CA896A6DDB9BEA1FF626AFA127DAE9A497B7C491583DA","59BB3B585C831A53692CA896A6DDB9BEA1FF626AFA127DAE9A497B7C491583DA",205,205,false
"M2_DISCOVER_FILE","calculator_old.py","32E45E767A368082A5193387AE2CD7F74E3DC54A64338FD1697892C4464B1C42","32E45E767A368082A5193387AE2CD7F74E3DC54A64338FD1697892C4464B1C42",273,273,false
"M2_DISCOVER_FILE","config.json","C61D5304D0B8B39D60DF96F583DF3988B39DF7EE001A42C863A3ED3EBE1C6517","C61D5304D0B8B39D60DF96F583DF3988B39DF7EE001A42C863A3ED3EBE1C6517",356,356,false
"M2_DISCOVER_FILE","discount_engine.py","58107927B0AA94705DB281250D709AC0B500DF2DC168640248ECEC557140DFA7","58E1C062E5DA207E6C2A4948E92D22468B43169E3852FBB1BD735ACAF5E05BB1",1226,1226,true
"M2_DISCOVER_FILE","module_a.py","F604F4B12D667DAE308C2BB30D12AFE97931972885A253E00527F702EAE744C2","F604F4B12D667DAE308C2BB30D12AFE97931972885A253E00527F702EAE744C2",286,286,false
"M2_DISCOVER_FILE","module_b.py","0801A9C983A9D6AFEF5700B13A8D1E366458F590D40DCC90A6136D66EDDC89B1","0801A9C983A9D6AFEF5700B13A8D1E366458F590D40DCC90A6136D66EDDC89B1",300,300,false
"M2_DISCOVER_FILE","module_c.py","5C1DA2BB4162E9D94908864543CB6E92460386D2E3D72052051A26BBE34F4755","5C1DA2BB4162E9D94908864543CB6E92460386D2E3D72052051A26BBE34F4755",273,273,false
"M2_DISCOVER_FILE","nested/formatter.py","B5ED1E1EC1F616F345A41A01FE93320D95E73456BBCFF2A7706439331037D2BE","B5ED1E1EC1F616F345A41A01FE93320D95E73456BBCFF2A7706439331037D2BE",825,825,false
"M2_DISCOVER_FILE","overwrite-test.txt","63ECED6529988F109CA8D5A2DE0CED33E7D73419EBC1AD5EC3BEAC786931343B","63ECED6529988F109CA8D5A2DE0CED33E7D73419EBC1AD5EC3BEAC786931343B",25,25,false
"M2_DISCOVER_FILE","public_api.py","F4620C617B7B3FDCE7F10B59CF5B60D733F7282ED45A1EB76331CAC3BE38D93E","F4620C617B7B3FDCE7F10B59CF5B60D733F7282ED45A1EB76331CAC3BE38D93E",720,720,false
"M2_DISCOVER_FILE","tests/test_calculator.py","4918255AD786FFD5FEEB7768839868A8946E3EFF993AE46C7DE9DDE8746E325C","4918255AD786FFD5FEEB7768839868A8946E3EFF993AE46C7DE9DDE8746E325C",931,931,false
"M2_DISCOVER_FILE","tests/test_discount_engine.py","3C240C8C34C7C27CF8C93A44C82ED3D0733B6C85871EF22A212639224ABA8944","3C240C8C34C7C27CF8C93A44C82ED3D0733B6C85871EF22A212639224ABA8944",1441,1441,false
"M2_DISCOVER_FILE","tests/test_formatter.py","2FFE68A38C0DC33728D6684C514DD217CFECB28AA603DFFB74ED840B8A79D238","2FFE68A38C0DC33728D6684C514DD217CFECB28AA603DFFB74ED840B8A79D238",1263,1263,false
"M2_DISCOVER_FILE","tests/test_module_b.py","DF0003FB99502ECC154296100A159D9AAA78E40A0F52E4BE140DC93B9D6F7EEE","DF0003FB99502ECC154296100A159D9AAA78E40A0F52E4BE140DC93B9D6F7EEE",804,804,false
"M2_DISCOVER_FILE","tests/test_public_api.py","50FA48BF669D3D81ECD8EA58B8D33AF41C4AAE37EEC181008A29DD635FF57ECD","50FA48BF669D3D81ECD8EA58B8D33AF41C4AAE37EEC181008A29DD635FF57ECD",833,833,false
"M3_NESTED_FILE",".gitignore","64726C3BC95D7F7D1039433721B83B7E15141771BDCC61E9F240BAB0CA82DE99","64726C3BC95D7F7D1039433721B83B7E15141771BDCC61E9F240BAB0CA82DE99",38,38,false
"M3_NESTED_FILE","calculator.py","F65C5ABA6A3AA64AE189D10269732B0B92826938EE07CC460AE91D2886B7F782","F65C5ABA6A3AA64AE189D10269732B0B92826938EE07CC460AE91D2886B7F782",593,593,false
"M3_NESTED_FILE","calculator_backup.py","59BB3B585C831A53692CA896A6DDB9BEA1FF626AFA127DAE9A497B7C491583DA","59BB3B585C831A53692CA896A6DDB9BEA1FF626AFA127DAE9A497B7C491583DA",205,205,false
"M3_NESTED_FILE","calculator_old.py","32E45E767A368082A5193387AE2CD7F74E3DC54A64338FD1697892C4464B1C42","32E45E767A368082A5193387AE2CD7F74E3DC54A64338FD1697892C4464B1C42",273,273,false
"M3_NESTED_FILE","config.json","C61D5304D0B8B39D60DF96F583DF3988B39DF7EE001A42C863A3ED3EBE1C6517","C61D5304D0B8B39D60DF96F583DF3988B39DF7EE001A42C863A3ED3EBE1C6517",356,356,false
"M3_NESTED_FILE","discount_engine.py","58107927B0AA94705DB281250D709AC0B500DF2DC168640248ECEC557140DFA7","58107927B0AA94705DB281250D709AC0B500DF2DC168640248ECEC557140DFA7",1226,1226,false
"M3_NESTED_FILE","module_a.py","F604F4B12D667DAE308C2BB30D12AFE97931972885A253E00527F702EAE744C2","F604F4B12D667DAE308C2BB30D12AFE97931972885A253E00527F702EAE744C2",286,286,false
"M3_NESTED_FILE","module_b.py","0801A9C983A9D6AFEF5700B13A8D1E366458F590D40DCC90A6136D66EDDC89B1","0801A9C983A9D6AFEF5700B13A8D1E366458F590D40DCC90A6136D66EDDC89B1",300,300,false
"M3_NESTED_FILE","module_c.py","5C1DA2BB4162E9D94908864543CB6E92460386D2E3D72052051A26BBE34F4755","5C1DA2BB4162E9D94908864543CB6E92460386D2E3D72052051A26BBE34F4755",273,273,false
"M3_NESTED_FILE","nested/formatter.py","B5ED1E1EC1F616F345A41A01FE93320D95E73456BBCFF2A7706439331037D2BE","B5ED1E1EC1F616F345A41A01FE93320D95E73456BBCFF2A7706439331037D2BE",825,825,false
"M3_NESTED_FILE","overwrite-test.txt","63ECED6529988F109CA8D5A2DE0CED33E7D73419EBC1AD5EC3BEAC786931343B","63ECED6529988F109CA8D5A2DE0CED33E7D73419EBC1AD5EC3BEAC786931343B",25,25,false
"M3_NESTED_FILE","public_api.py","F4620C617B7B3FDCE7F10B59CF5B60D733F7282ED45A1EB76331CAC3BE38D93E","F4620C617B7B3FDCE7F10B59CF5B60D733F7282ED45A1EB76331CAC3BE38D93E",720,720,false
"M3_NESTED_FILE","tests/test_calculator.py","4918255AD786FFD5FEEB7768839868A8946E3EFF993AE46C7DE9DDE8746E325C","4918255AD786FFD5FEEB7768839868A8946E3EFF993AE46C7DE9DDE8746E325C",931,931,false
"M3_NESTED_FILE","tests/test_discount_engine.py","3C240C8C34C7C27CF8C93A44C82ED3D0733B6C85871EF22A212639224ABA8944","3C240C8C34C7C27CF8C93A44C82ED3D0733B6C85871EF22A212639224ABA8944",1441,1441,false
"M3_NESTED_FILE","tests/test_formatter.py","2FFE68A38C0DC33728D6684C514DD217CFECB28AA603DFFB74ED840B8A79D238","2FFE68A38C0DC33728D6684C514DD217CFECB28AA603DFFB74ED840B8A79D238",1263,1263,false
"M3_NESTED_FILE","tests/test_module_b.py","DF0003FB99502ECC154296100A159D9AAA78E40A0F52E4BE140DC93B9D6F7EEE","DF0003FB99502ECC154296100A159D9AAA78E40A0F52E4BE140DC93B9D6F7EEE",804,804,false
"M3_NESTED_FILE","tests/test_public_api.py","50FA48BF669D3D81ECD8EA58B8D33AF41C4AAE37EEC181008A29DD635FF57ECD","50FA48BF669D3D81ECD8EA58B8D33AF41C4AAE37EEC181008A29DD635FF57ECD",833,833,false
"M4_OVERWRITE_PROOF",".gitignore","64726C3BC95D7F7D1039433721B83B7E15141771BDCC61E9F240BAB0CA82DE99","64726C3BC95D7F7D1039433721B83B7E15141771BDCC61E9F240BAB0CA82DE99",38,38,false
"M4_OVERWRITE_PROOF","calculator.py","F65C5ABA6A3AA64AE189D10269732B0B92826938EE07CC460AE91D2886B7F782","F65C5ABA6A3AA64AE189D10269732B0B92826938EE07CC460AE91D2886B7F782",593,593,false
"M4_OVERWRITE_PROOF","calculator_backup.py","59BB3B585C831A53692CA896A6DDB9BEA1FF626AFA127DAE9A497B7C491583DA","59BB3B585C831A53692CA896A6DDB9BEA1FF626AFA127DAE9A497B7C491583DA",205,205,false
"M4_OVERWRITE_PROOF","calculator_old.py","32E45E767A368082A5193387AE2CD7F74E3DC54A64338FD1697892C4464B1C42","32E45E767A368082A5193387AE2CD7F74E3DC54A64338FD1697892C4464B1C42",273,273,false
"M4_OVERWRITE_PROOF","config.json","C61D5304D0B8B39D60DF96F583DF3988B39DF7EE001A42C863A3ED3EBE1C6517","C61D5304D0B8B39D60DF96F583DF3988B39DF7EE001A42C863A3ED3EBE1C6517",356,356,false
"M4_OVERWRITE_PROOF","discount_engine.py","58107927B0AA94705DB281250D709AC0B500DF2DC168640248ECEC557140DFA7","58107927B0AA94705DB281250D709AC0B500DF2DC168640248ECEC557140DFA7",1226,1226,false
"M4_OVERWRITE_PROOF","module_a.py","F604F4B12D667DAE308C2BB30D12AFE97931972885A253E00527F702EAE744C2","F604F4B12D667DAE308C2BB30D12AFE97931972885A253E00527F702EAE744C2",286,286,false
"M4_OVERWRITE_PROOF","module_b.py","0801A9C983A9D6AFEF5700B13A8D1E366458F590D40DCC90A6136D66EDDC89B1","0801A9C983A9D6AFEF5700B13A8D1E366458F590D40DCC90A6136D66EDDC89B1",300,300,false
"M4_OVERWRITE_PROOF","module_c.py","5C1DA2BB4162E9D94908864543CB6E92460386D2E3D72052051A26BBE34F4755","5C1DA2BB4162E9D94908864543CB6E92460386D2E3D72052051A26BBE34F4755",273,273,false
"M4_OVERWRITE_PROOF","nested/formatter.py","B5ED1E1EC1F616F345A41A01FE93320D95E73456BBCFF2A7706439331037D2BE","B5ED1E1EC1F616F345A41A01FE93320D95E73456BBCFF2A7706439331037D2BE",825,825,false
"M4_OVERWRITE_PROOF","overwrite-test.txt","63ECED6529988F109CA8D5A2DE0CED33E7D73419EBC1AD5EC3BEAC786931343B","63ECED6529988F109CA8D5A2DE0CED33E7D73419EBC1AD5EC3BEAC786931343B",25,25,false
"M4_OVERWRITE_PROOF","public_api.py","F4620C617B7B3FDCE7F10B59CF5B60D733F7282ED45A1EB76331CAC3BE38D93E","F4620C617B7B3FDCE7F10B59CF5B60D733F7282ED45A1EB76331CAC3BE38D93E",720,720,false
"M4_OVERWRITE_PROOF","tests/test_calculator.py","4918255AD786FFD5FEEB7768839868A8946E3EFF993AE46C7DE9DDE8746E325C","4918255AD786FFD5FEEB7768839868A8946E3EFF993AE46C7DE9DDE8746E325C",931,931,false
"M4_OVERWRITE_PROOF","tests/test_discount_engine.py","3C240C8C34C7C27CF8C93A44C82ED3D0733B6C85871EF22A212639224ABA8944","3C240C8C34C7C27CF8C93A44C82ED3D0733B6C85871EF22A212639224ABA8944",1441,1441,false
"M4_OVERWRITE_PROOF","tests/test_formatter.py","2FFE68A38C0DC33728D6684C514DD217CFECB28AA603DFFB74ED840B8A79D238","2FFE68A38C0DC33728D6684C514DD217CFECB28AA603DFFB74ED840B8A79D238",1263,1263,false
"M4_OVERWRITE_PROOF","tests/test_module_b.py","DF0003FB99502ECC154296100A159D9AAA78E40A0F52E4BE140DC93B9D6F7EEE","DF0003FB99502ECC154296100A159D9AAA78E40A0F52E4BE140DC93B9D6F7EEE",804,804,false
"M4_OVERWRITE_PROOF","tests/test_public_api.py","50FA48BF669D3D81ECD8EA58B8D33AF41C4AAE37EEC181008A29DD635FF57ECD","50FA48BF669D3D81ECD8EA58B8D33AF41C4AAE37EEC181008A29DD635FF57ECD",833,833,false
"M5_SMALL_PATCH",".gitignore","64726C3BC95D7F7D1039433721B83B7E15141771BDCC61E9F240BAB0CA82DE99","64726C3BC95D7F7D1039433721B83B7E15141771BDCC61E9F240BAB0CA82DE99",38,38,false
"M5_SMALL_PATCH","calculator.py","F65C5ABA6A3AA64AE189D10269732B0B92826938EE07CC460AE91D2886B7F782","F65C5ABA6A3AA64AE189D10269732B0B92826938EE07CC460AE91D2886B7F782",593,593,false
"M5_SMALL_PATCH","calculator_backup.py","59BB3B585C831A53692CA896A6DDB9BEA1FF626AFA127DAE9A497B7C491583DA","59BB3B585C831A53692CA896A6DDB9BEA1FF626AFA127DAE9A497B7C491583DA",205,205,false
"M5_SMALL_PATCH","calculator_old.py","32E45E767A368082A5193387AE2CD7F74E3DC54A64338FD1697892C4464B1C42","32E45E767A368082A5193387AE2CD7F74E3DC54A64338FD1697892C4464B1C42",273,273,false
"M5_SMALL_PATCH","config.json","C61D5304D0B8B39D60DF96F583DF3988B39DF7EE001A42C863A3ED3EBE1C6517","C61D5304D0B8B39D60DF96F583DF3988B39DF7EE001A42C863A3ED3EBE1C6517",356,356,false
"M5_SMALL_PATCH","discount_engine.py","58107927B0AA94705DB281250D709AC0B500DF2DC168640248ECEC557140DFA7","58107927B0AA94705DB281250D709AC0B500DF2DC168640248ECEC557140DFA7",1226,1226,false
"M5_SMALL_PATCH","module_a.py","F604F4B12D667DAE308C2BB30D12AFE97931972885A253E00527F702EAE744C2","F604F4B12D667DAE308C2BB30D12AFE97931972885A253E00527F702EAE744C2",286,286,false
"M5_SMALL_PATCH","module_b.py","0801A9C983A9D6AFEF5700B13A8D1E366458F590D40DCC90A6136D66EDDC89B1","0801A9C983A9D6AFEF5700B13A8D1E366458F590D40DCC90A6136D66EDDC89B1",300,300,false
"M5_SMALL_PATCH","module_c.py","5C1DA2BB4162E9D94908864543CB6E92460386D2E3D72052051A26BBE34F4755","5C1DA2BB4162E9D94908864543CB6E92460386D2E3D72052051A26BBE34F4755",273,273,false
"M5_SMALL_PATCH","nested/formatter.py","B5ED1E1EC1F616F345A41A01FE93320D95E73456BBCFF2A7706439331037D2BE","B5ED1E1EC1F616F345A41A01FE93320D95E73456BBCFF2A7706439331037D2BE",825,825,false
"M5_SMALL_PATCH","overwrite-test.txt","63ECED6529988F109CA8D5A2DE0CED33E7D73419EBC1AD5EC3BEAC786931343B","63ECED6529988F109CA8D5A2DE0CED33E7D73419EBC1AD5EC3BEAC786931343B",25,25,false
"M5_SMALL_PATCH","public_api.py","F4620C617B7B3FDCE7F10B59CF5B60D733F7282ED45A1EB76331CAC3BE38D93E","F4620C617B7B3FDCE7F10B59CF5B60D733F7282ED45A1EB76331CAC3BE38D93E",720,720,false
"M5_SMALL_PATCH","tests/test_calculator.py","4918255AD786FFD5FEEB7768839868A8946E3EFF993AE46C7DE9DDE8746E325C","4918255AD786FFD5FEEB7768839868A8946E3EFF993AE46C7DE9DDE8746E325C",931,931,false
"M5_SMALL_PATCH","tests/test_discount_engine.py","3C240C8C34C7C27CF8C93A44C82ED3D0733B6C85871EF22A212639224ABA8944","3C240C8C34C7C27CF8C93A44C82ED3D0733B6C85871EF22A212639224ABA8944",1441,1441,false
"M5_SMALL_PATCH","tests/test_formatter.py","2FFE68A38C0DC33728D6684C514DD217CFECB28AA603DFFB74ED840B8A79D238","2FFE68A38C0DC33728D6684C514DD217CFECB28AA603DFFB74ED840B8A79D238",1263,1263,false
"M5_SMALL_PATCH","tests/test_module_b.py","DF0003FB99502ECC154296100A159D9AAA78E40A0F52E4BE140DC93B9D6F7EEE","DF0003FB99502ECC154296100A159D9AAA78E40A0F52E4BE140DC93B9D6F7EEE",804,804,false
"M5_SMALL_PATCH","tests/test_public_api.py","50FA48BF669D3D81ECD8EA58B8D33AF41C4AAE37EEC181008A29DD635FF57ECD","50FA48BF669D3D81ECD8EA58B8D33AF41C4AAE37EEC181008A29DD635FF57ECD",833,833,false
"M6_PRESERVE_SENTINELS",".gitignore","64726C3BC95D7F7D1039433721B83B7E15141771BDCC61E9F240BAB0CA82DE99","64726C3BC95D7F7D1039433721B83B7E15141771BDCC61E9F240BAB0CA82DE99",38,38,false
"M6_PRESERVE_SENTINELS","calculator.py","F65C5ABA6A3AA64AE189D10269732B0B92826938EE07CC460AE91D2886B7F782","19D29F9C4FB4D2D8F3CAD8E96D839C5275D7EC800EE42ACEA6D1BFD4040EC55E",593,593,true
"M6_PRESERVE_SENTINELS","calculator_backup.py","59BB3B585C831A53692CA896A6DDB9BEA1FF626AFA127DAE9A497B7C491583DA","59BB3B585C831A53692CA896A6DDB9BEA1FF626AFA127DAE9A497B7C491583DA",205,205,false
"M6_PRESERVE_SENTINELS","calculator_old.py","32E45E767A368082A5193387AE2CD7F74E3DC54A64338FD1697892C4464B1C42","32E45E767A368082A5193387AE2CD7F74E3DC54A64338FD1697892C4464B1C42",273,273,false
"M6_PRESERVE_SENTINELS","config.json","C61D5304D0B8B39D60DF96F583DF3988B39DF7EE001A42C863A3ED3EBE1C6517","C61D5304D0B8B39D60DF96F583DF3988B39DF7EE001A42C863A3ED3EBE1C6517",356,356,false
"M6_PRESERVE_SENTINELS","discount_engine.py","58107927B0AA94705DB281250D709AC0B500DF2DC168640248ECEC557140DFA7","58107927B0AA94705DB281250D709AC0B500DF2DC168640248ECEC557140DFA7",1226,1226,false
"M6_PRESERVE_SENTINELS","module_a.py","F604F4B12D667DAE308C2BB30D12AFE97931972885A253E00527F702EAE744C2","F604F4B12D667DAE308C2BB30D12AFE97931972885A253E00527F702EAE744C2",286,286,false
"M6_PRESERVE_SENTINELS","module_b.py","0801A9C983A9D6AFEF5700B13A8D1E366458F590D40DCC90A6136D66EDDC89B1","0801A9C983A9D6AFEF5700B13A8D1E366458F590D40DCC90A6136D66EDDC89B1",300,300,false
"M6_PRESERVE_SENTINELS","module_c.py","5C1DA2BB4162E9D94908864543CB6E92460386D2E3D72052051A26BBE34F4755","5C1DA2BB4162E9D94908864543CB6E92460386D2E3D72052051A26BBE34F4755",273,273,false
"M6_PRESERVE_SENTINELS","nested/formatter.py","B5ED1E1EC1F616F345A41A01FE93320D95E73456BBCFF2A7706439331037D2BE","B5ED1E1EC1F616F345A41A01FE93320D95E73456BBCFF2A7706439331037D2BE",825,825,false
"M6_PRESERVE_SENTINELS","overwrite-test.txt","63ECED6529988F109CA8D5A2DE0CED33E7D73419EBC1AD5EC3BEAC786931343B","63ECED6529988F109CA8D5A2DE0CED33E7D73419EBC1AD5EC3BEAC786931343B",25,25,false
"M6_PRESERVE_SENTINELS","public_api.py","F4620C617B7B3FDCE7F10B59CF5B60D733F7282ED45A1EB76331CAC3BE38D93E","F4620C617B7B3FDCE7F10B59CF5B60D733F7282ED45A1EB76331CAC3BE38D93E",720,720,false
"M6_PRESERVE_SENTINELS","tests/test_calculator.py","4918255AD786FFD5FEEB7768839868A8946E3EFF993AE46C7DE9DDE8746E325C","4918255AD786FFD5FEEB7768839868A8946E3EFF993AE46C7DE9DDE8746E325C",931,931,false
"M6_PRESERVE_SENTINELS","tests/test_discount_engine.py","3C240C8C34C7C27CF8C93A44C82ED3D0733B6C85871EF22A212639224ABA8944","11FDF8A50A1ED1421DECD0B55978F9B4815C55183A44124205FE593459BC567E",1441,1481,true
"M6_PRESERVE_SENTINELS","tests/test_formatter.py","2FFE68A38C0DC33728D6684C514DD217CFECB28AA603DFFB74ED840B8A79D238","2FFE68A38C0DC33728D6684C514DD217CFECB28AA603DFFB74ED840B8A79D238",1263,1263,false
"M6_PRESERVE_SENTINELS","tests/test_module_b.py","DF0003FB99502ECC154296100A159D9AAA78E40A0F52E4BE140DC93B9D6F7EEE","DF0003FB99502ECC154296100A159D9AAA78E40A0F52E4BE140DC93B9D6F7EEE",804,804,false
"M6_PRESERVE_SENTINELS","tests/test_public_api.py","50FA48BF669D3D81ECD8EA58B8D33AF41C4AAE37EEC181008A29DD635FF57ECD","50FA48BF669D3D81ECD8EA58B8D33AF41C4AAE37EEC181008A29DD635FF57ECD",833,833,false
"M7_LINE_ENDINGS",".gitignore","64726C3BC95D7F7D1039433721B83B7E15141771BDCC61E9F240BAB0CA82DE99","64726C3BC95D7F7D1039433721B83B7E15141771BDCC61E9F240BAB0CA82DE99",38,38,false
"M7_LINE_ENDINGS","calculator.py","F65C5ABA6A3AA64AE189D10269732B0B92826938EE07CC460AE91D2886B7F782","F65C5ABA6A3AA64AE189D10269732B0B92826938EE07CC460AE91D2886B7F782",593,593,false
"M7_LINE_ENDINGS","calculator_backup.py","59BB3B585C831A53692CA896A6DDB9BEA1FF626AFA127DAE9A497B7C491583DA","59BB3B585C831A53692CA896A6DDB9BEA1FF626AFA127DAE9A497B7C491583DA",205,205,false
"M7_LINE_ENDINGS","calculator_old.py","32E45E767A368082A5193387AE2CD7F74E3DC54A64338FD1697892C4464B1C42","32E45E767A368082A5193387AE2CD7F74E3DC54A64338FD1697892C4464B1C42",273,273,false
"M7_LINE_ENDINGS","config.json","C61D5304D0B8B39D60DF96F583DF3988B39DF7EE001A42C863A3ED3EBE1C6517","C61D5304D0B8B39D60DF96F583DF3988B39DF7EE001A42C863A3ED3EBE1C6517",356,356,false
"M7_LINE_ENDINGS","discount_engine.py","58107927B0AA94705DB281250D709AC0B500DF2DC168640248ECEC557140DFA7","58107927B0AA94705DB281250D709AC0B500DF2DC168640248ECEC557140DFA7",1226,1226,false
"M7_LINE_ENDINGS","module_a.py","F604F4B12D667DAE308C2BB30D12AFE97931972885A253E00527F702EAE744C2","F604F4B12D667DAE308C2BB30D12AFE97931972885A253E00527F702EAE744C2",286,286,false
"M7_LINE_ENDINGS","module_b.py","0801A9C983A9D6AFEF5700B13A8D1E366458F590D40DCC90A6136D66EDDC89B1","0801A9C983A9D6AFEF5700B13A8D1E366458F590D40DCC90A6136D66EDDC89B1",300,300,false
"M7_LINE_ENDINGS","module_c.py","5C1DA2BB4162E9D94908864543CB6E92460386D2E3D72052051A26BBE34F4755","5C1DA2BB4162E9D94908864543CB6E92460386D2E3D72052051A26BBE34F4755",273,273,false
"M7_LINE_ENDINGS","nested/formatter.py","B5ED1E1EC1F616F345A41A01FE93320D95E73456BBCFF2A7706439331037D2BE","B5ED1E1EC1F616F345A41A01FE93320D95E73456BBCFF2A7706439331037D2BE",825,825,false
"M7_LINE_ENDINGS","overwrite-test.txt","63ECED6529988F109CA8D5A2DE0CED33E7D73419EBC1AD5EC3BEAC786931343B","63ECED6529988F109CA8D5A2DE0CED33E7D73419EBC1AD5EC3BEAC786931343B",25,25,false
"M7_LINE_ENDINGS","public_api.py","F4620C617B7B3FDCE7F10B59CF5B60D733F7282ED45A1EB76331CAC3BE38D93E","F4620C617B7B3FDCE7F10B59CF5B60D733F7282ED45A1EB76331CAC3BE38D93E",720,720,false
"M7_LINE_ENDINGS","tests/test_calculator.py","4918255AD786FFD5FEEB7768839868A8946E3EFF993AE46C7DE9DDE8746E325C","4918255AD786FFD5FEEB7768839868A8946E3EFF993AE46C7DE9DDE8746E325C",931,931,false
"M7_LINE_ENDINGS","tests/test_discount_engine.py","6E0683E3BB763017BBDFE80054771CF50A143EE055729AAB42238F9147E44FB8","6E0683E3BB763017BBDFE80054771CF50A143EE055729AAB42238F9147E44FB8",1485,1485,false
"M7_LINE_ENDINGS","tests/test_formatter.py","2FFE68A38C0DC33728D6684C514DD217CFECB28AA603DFFB74ED840B8A79D238","2FFE68A38C0DC33728D6684C514DD217CFECB28AA603DFFB74ED840B8A79D238",1263,1263,false
"M7_LINE_ENDINGS","tests/test_module_b.py","DF0003FB99502ECC154296100A159D9AAA78E40A0F52E4BE140DC93B9D6F7EEE","DF0003FB99502ECC154296100A159D9AAA78E40A0F52E4BE140DC93B9D6F7EEE",804,804,false
